Level	Date and Time	Source	Event ID	Task Category
Information	20-05-2025 08:44:56	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:14:56.120
ProcessGuid: {2bd09a4a-f3af-682b-f802-000000002000}
ProcessId: 7304
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
TargetFilename: C:\Windows\assembly\NativeImages_v4.0.30319_32\Temp\1c88-0\SecurityAuditPoliciesSnapIn.dll
CreationUtcTime: 2025-05-20 03:14:56.120
User: NT AUTHORITY\SYSTEM"
Information	20-05-2025 08:44:55	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:14:55.776
ProcessGuid: {2bd09a4a-f3af-682b-f602-000000002000}
ProcessId: 3820
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
TargetFilename: C:\Windows\assembly\NativeImages_v4.0.30319_32\Temp\eec-0\Microsoft.Security.ApplicationId.PolicyManagement.XmlHelper.dll
CreationUtcTime: 2025-05-20 03:14:55.776
User: NT AUTHORITY\SYSTEM"
Information	20-05-2025 08:44:55	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:14:55.589
ProcessGuid: {2bd09a4a-f3af-682b-f402-000000002000}
ProcessId: 1308
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
TargetFilename: C:\Windows\assembly\NativeImages_v4.0.30319_32\Temp\51c-0\Microsoft.Security.ApplicationId.PolicyManagement.PolicyManager.dll
CreationUtcTime: 2025-05-20 03:14:55.589
User: NT AUTHORITY\SYSTEM"
Information	20-05-2025 08:44:55	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:14:55.167
ProcessGuid: {2bd09a4a-f3ae-682b-f102-000000002000}
ProcessId: 6600
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
TargetFilename: C:\Windows\assembly\NativeImages_v4.0.30319_32\Temp\19c8-0\Microsoft.Security.ApplicationId.PolicyManagement.PolicyModel.dll
CreationUtcTime: 2025-05-20 03:14:55.167
User: NT AUTHORITY\SYSTEM"
Information	20-05-2025 08:44:51	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:14:50.995
ProcessGuid: {2bd09a4a-f3aa-682b-d302-000000002000}
ProcessId: 5100
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
TargetFilename: C:\Windows\assembly\NativeImages_v4.0.30319_64\Temp\13ec-0\SrpUxSnapIn.dll
CreationUtcTime: 2025-05-20 03:14:50.995
User: NT AUTHORITY\SYSTEM"
Information	20-05-2025 08:44:50	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:14:50.464
ProcessGuid: {2bd09a4a-f3aa-682b-d102-000000002000}
ProcessId: 7664
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
TargetFilename: C:\Windows\assembly\NativeImages_v4.0.30319_64\Temp\1df0-0\Microsoft.Security.ApplicationId.PolicyManagement.PolicyEngineApi.Interop.dll
CreationUtcTime: 2025-05-20 03:14:50.464
User: NT AUTHORITY\SYSTEM"
Information	20-05-2025 08:44:50	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:14:50.276
ProcessGuid: {2bd09a4a-f3aa-682b-cf02-000000002000}
ProcessId: 1532
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
TargetFilename: C:\Windows\assembly\NativeImages_v4.0.30319_64\Temp\5fc-0\AuditPolicyGPManagedStubs.Interop.dll
CreationUtcTime: 2025-05-20 03:14:50.276
User: NT AUTHORITY\SYSTEM"
Information	20-05-2025 08:44:50	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:14:50.089
ProcessGuid: {2bd09a4a-f3a9-682b-cd02-000000002000}
ProcessId: 1308
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
TargetFilename: C:\Windows\assembly\NativeImages_v4.0.30319_64\Temp\51c-0\Microsoft.ApplicationId.RuleWizard.dll
CreationUtcTime: 2025-05-20 03:14:50.089
User: NT AUTHORITY\SYSTEM"
Information	20-05-2025 08:44:49	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:14:49.682
ProcessGuid: {2bd09a4a-f3a9-682b-cb02-000000002000}
ProcessId: 3812
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
TargetFilename: C:\Windows\assembly\NativeImages_v4.0.30319_64\Temp\ee4-0\Microsoft.Security.ApplicationId.Wizards.AutomaticRuleGenerationWizard.dll
CreationUtcTime: 2025-05-20 03:14:49.682
User: NT AUTHORITY\SYSTEM"
Information	20-05-2025 08:44:49	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:14:49.339
ProcessGuid: {2bd09a4a-f3a9-682b-c902-000000002000}
ProcessId: 7632
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
TargetFilename: C:\Windows\assembly\NativeImages_v4.0.30319_64\Temp\1dd0-0\Microsoft.ApplicationId.Framework.dll
CreationUtcTime: 2025-05-20 03:14:49.339
User: NT AUTHORITY\SYSTEM"
Information	20-05-2025 08:44:49	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:14:49.026
ProcessGuid: {2bd09a4a-f3a8-682b-c702-000000002000}
ProcessId: 6540
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
TargetFilename: C:\Windows\assembly\NativeImages_v4.0.30319_64\Temp\198c-0\Microsoft.GroupPolicy.Interop.dll
CreationUtcTime: 2025-05-20 03:14:49.026
User: NT AUTHORITY\SYSTEM"
Information	20-05-2025 08:44:48	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:14:48.698
ProcessGuid: {2bd09a4a-f3a6-682b-c502-000000002000}
ProcessId: 1160
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
TargetFilename: C:\Windows\assembly\NativeImages_v4.0.30319_64\Temp\488-0\Microsoft.GroupPolicy.Reporting.dll
CreationUtcTime: 2025-05-20 03:14:48.698
User: NT AUTHORITY\SYSTEM"
Information	20-05-2025 08:44:46	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:14:46.348
ProcessGuid: {2bd09a4a-f3a5-682b-c202-000000002000}
ProcessId: 5624
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
TargetFilename: C:\Windows\assembly\NativeImages_v4.0.30319_64\Temp\15f8-0\Microsoft.GroupPolicy.AdmTmplEditor.dll
CreationUtcTime: 2025-05-20 03:14:46.348
User: NT AUTHORITY\SYSTEM"
Information	20-05-2025 08:44:45	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:14:45.707
ProcessGuid: {2bd09a4a-f3a5-682b-c002-000000002000}
ProcessId: 5480
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
TargetFilename: C:\Windows\assembly\NativeImages_v4.0.30319_64\Temp\1568-0\SecurityAuditPoliciesSnapIn.dll
CreationUtcTime: 2025-05-20 03:14:45.707
User: NT AUTHORITY\SYSTEM"
Information	20-05-2025 08:44:45	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:14:45.285
ProcessGuid: {2bd09a4a-f3a5-682b-be02-000000002000}
ProcessId: 2256
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
TargetFilename: C:\Windows\assembly\NativeImages_v4.0.30319_64\Temp\8d0-0\Microsoft.Security.ApplicationId.PolicyManagement.XmlHelper.dll
CreationUtcTime: 2025-05-20 03:14:45.285
User: NT AUTHORITY\SYSTEM"
Information	20-05-2025 08:44:45	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:14:45.098
ProcessGuid: {2bd09a4a-f3a4-682b-bc02-000000002000}
ProcessId: 8524
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
TargetFilename: C:\Windows\assembly\NativeImages_v4.0.30319_64\Temp\214c-0\Microsoft.Security.ApplicationId.PolicyManagement.PolicyManager.dll
CreationUtcTime: 2025-05-20 03:14:45.098
User: NT AUTHORITY\SYSTEM"
Information	20-05-2025 08:44:44	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:14:44.645
ProcessGuid: {2bd09a4a-f3a4-682b-ba02-000000002000}
ProcessId: 8600
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
TargetFilename: C:\Windows\assembly\NativeImages_v4.0.30319_64\Temp\2198-0\Microsoft.Security.ApplicationId.PolicyManagement.PolicyModel.dll
CreationUtcTime: 2025-05-20 03:14:44.645
User: NT AUTHORITY\SYSTEM"
Information	20-05-2025 08:38:42	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: T1037,T1484
UtcTime: 2025-05-20 03:08:42.782
ProcessGuid: {2bd09a4a-f22c-682b-9d02-000000002000}
ProcessId: 4896
Image: C:\Windows\system32\mmc.exe
TargetFilename: C:\Windows\System32\GroupPolicy\Machine\Scripts\Shutdown
CreationUtcTime: 2025-05-20 03:08:42.782
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:38:42	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: T1037,T1484
UtcTime: 2025-05-20 03:08:42.782
ProcessGuid: {2bd09a4a-f22c-682b-9d02-000000002000}
ProcessId: 4896
Image: C:\Windows\system32\mmc.exe
TargetFilename: C:\Windows\System32\GroupPolicy\Machine\Scripts\Startup
CreationUtcTime: 2025-05-20 03:08:42.782
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:38:42	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: T1037,T1484
UtcTime: 2025-05-20 03:08:42.782
ProcessGuid: {2bd09a4a-f22c-682b-9d02-000000002000}
ProcessId: 4896
Image: C:\Windows\system32\mmc.exe
TargetFilename: C:\Windows\System32\GroupPolicy\Machine\Scripts
CreationUtcTime: 2025-05-20 03:08:42.782
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:37:52	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:07:52.496
ProcessGuid: {2bd09a4a-f208-682b-9802-000000002000}
ProcessId: 5656
Image: C:\Windows\system32\Dism.exe
TargetFilename: C:\Users\mohan\AppData\Local\Temp\5ECDB838-5281-4D1D-B4EF-77470420E339\WimProvider.dll
CreationUtcTime: 2025-05-20 03:07:52.496
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:37:52	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:07:52.496
ProcessGuid: {2bd09a4a-f208-682b-9802-000000002000}
ProcessId: 5656
Image: C:\Windows\system32\Dism.exe
TargetFilename: C:\Users\mohan\AppData\Local\Temp\5ECDB838-5281-4D1D-B4EF-77470420E339\VhdProvider.dll
CreationUtcTime: 2025-05-20 03:07:52.496
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:37:52	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:07:52.496
ProcessGuid: {2bd09a4a-f208-682b-9802-000000002000}
ProcessId: 5656
Image: C:\Windows\system32\Dism.exe
TargetFilename: C:\Users\mohan\AppData\Local\Temp\5ECDB838-5281-4D1D-B4EF-77470420E339\UnattendProvider.dll
CreationUtcTime: 2025-05-20 03:07:52.496
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:37:52	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:07:52.496
ProcessGuid: {2bd09a4a-f208-682b-9802-000000002000}
ProcessId: 5656
Image: C:\Windows\system32\Dism.exe
TargetFilename: C:\Users\mohan\AppData\Local\Temp\5ECDB838-5281-4D1D-B4EF-77470420E339\TransmogProvider.dll
CreationUtcTime: 2025-05-20 03:07:52.496
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:37:52	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:07:52.496
ProcessGuid: {2bd09a4a-f208-682b-9802-000000002000}
ProcessId: 5656
Image: C:\Windows\system32\Dism.exe
TargetFilename: C:\Users\mohan\AppData\Local\Temp\5ECDB838-5281-4D1D-B4EF-77470420E339\SysprepProvider.dll
CreationUtcTime: 2025-05-20 03:07:52.496
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:37:52	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:07:52.496
ProcessGuid: {2bd09a4a-f208-682b-9802-000000002000}
ProcessId: 5656
Image: C:\Windows\system32\Dism.exe
TargetFilename: C:\Users\mohan\AppData\Local\Temp\5ECDB838-5281-4D1D-B4EF-77470420E339\SmiProvider.dll
CreationUtcTime: 2025-05-20 03:07:52.496
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:37:52	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:07:52.496
ProcessGuid: {2bd09a4a-f208-682b-9802-000000002000}
ProcessId: 5656
Image: C:\Windows\system32\Dism.exe
TargetFilename: C:\Users\mohan\AppData\Local\Temp\5ECDB838-5281-4D1D-B4EF-77470420E339\SetupPlatformProvider.dll
CreationUtcTime: 2025-05-20 03:07:52.496
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:37:52	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:07:52.496
ProcessGuid: {2bd09a4a-f208-682b-9802-000000002000}
ProcessId: 5656
Image: C:\Windows\system32\Dism.exe
TargetFilename: C:\Users\mohan\AppData\Local\Temp\5ECDB838-5281-4D1D-B4EF-77470420E339\ProvProvider.dll
CreationUtcTime: 2025-05-20 03:07:52.496
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:37:52	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:07:52.496
ProcessGuid: {2bd09a4a-f208-682b-9802-000000002000}
ProcessId: 5656
Image: C:\Windows\system32\Dism.exe
TargetFilename: C:\Users\mohan\AppData\Local\Temp\5ECDB838-5281-4D1D-B4EF-77470420E339\OSProvider.dll
CreationUtcTime: 2025-05-20 03:07:52.496
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:37:52	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:07:52.496
ProcessGuid: {2bd09a4a-f208-682b-9802-000000002000}
ProcessId: 5656
Image: C:\Windows\system32\Dism.exe
TargetFilename: C:\Users\mohan\AppData\Local\Temp\5ECDB838-5281-4D1D-B4EF-77470420E339\OfflineSetupProvider.dll
CreationUtcTime: 2025-05-20 03:07:52.496
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:37:52	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:07:52.496
ProcessGuid: {2bd09a4a-f208-682b-9802-000000002000}
ProcessId: 5656
Image: C:\Windows\system32\Dism.exe
TargetFilename: C:\Users\mohan\AppData\Local\Temp\5ECDB838-5281-4D1D-B4EF-77470420E339\MsiProvider.dll
CreationUtcTime: 2025-05-20 03:07:52.496
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:37:52	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:07:52.496
ProcessGuid: {2bd09a4a-f208-682b-9802-000000002000}
ProcessId: 5656
Image: C:\Windows\system32\Dism.exe
TargetFilename: C:\Users\mohan\AppData\Local\Temp\5ECDB838-5281-4D1D-B4EF-77470420E339\LogProvider.dll
CreationUtcTime: 2025-05-20 03:07:52.496
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:37:52	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:07:52.496
ProcessGuid: {2bd09a4a-f208-682b-9802-000000002000}
ProcessId: 5656
Image: C:\Windows\system32\Dism.exe
TargetFilename: C:\Users\mohan\AppData\Local\Temp\5ECDB838-5281-4D1D-B4EF-77470420E339\IntlProvider.dll
CreationUtcTime: 2025-05-20 03:07:52.496
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:37:52	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:07:52.496
ProcessGuid: {2bd09a4a-f208-682b-9802-000000002000}
ProcessId: 5656
Image: C:\Windows\system32\Dism.exe
TargetFilename: C:\Users\mohan\AppData\Local\Temp\5ECDB838-5281-4D1D-B4EF-77470420E339\ImagingProvider.dll
CreationUtcTime: 2025-05-20 03:07:52.496
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:37:52	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:07:52.496
ProcessGuid: {2bd09a4a-f208-682b-9802-000000002000}
ProcessId: 5656
Image: C:\Windows\system32\Dism.exe
TargetFilename: C:\Users\mohan\AppData\Local\Temp\5ECDB838-5281-4D1D-B4EF-77470420E339\IBSProvider.dll
CreationUtcTime: 2025-05-20 03:07:52.496
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:37:52	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:07:52.496
ProcessGuid: {2bd09a4a-f208-682b-9802-000000002000}
ProcessId: 5656
Image: C:\Windows\system32\Dism.exe
TargetFilename: C:\Users\mohan\AppData\Local\Temp\5ECDB838-5281-4D1D-B4EF-77470420E339\GenericProvider.dll
CreationUtcTime: 2025-05-20 03:07:52.496
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:37:52	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:07:52.480
ProcessGuid: {2bd09a4a-f208-682b-9802-000000002000}
ProcessId: 5656
Image: C:\Windows\system32\Dism.exe
TargetFilename: C:\Users\mohan\AppData\Local\Temp\5ECDB838-5281-4D1D-B4EF-77470420E339\FolderProvider.dll
CreationUtcTime: 2025-05-20 03:07:52.480
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:37:52	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:07:52.465
ProcessGuid: {2bd09a4a-f208-682b-9802-000000002000}
ProcessId: 5656
Image: C:\Windows\system32\Dism.exe
TargetFilename: C:\Users\mohan\AppData\Local\Temp\5ECDB838-5281-4D1D-B4EF-77470420E339\FfuProvider.dll
CreationUtcTime: 2025-05-20 03:07:52.465
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:37:52	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:07:52.449
ProcessGuid: {2bd09a4a-f208-682b-9802-000000002000}
ProcessId: 5656
Image: C:\Windows\system32\Dism.exe
TargetFilename: C:\Users\mohan\AppData\Local\Temp\5ECDB838-5281-4D1D-B4EF-77470420E339\DmiProvider.dll
CreationUtcTime: 2025-05-20 03:07:52.449
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:37:52	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:07:52.449
ProcessGuid: {2bd09a4a-f208-682b-9802-000000002000}
ProcessId: 5656
Image: C:\Windows\system32\Dism.exe
TargetFilename: C:\Users\mohan\AppData\Local\Temp\5ECDB838-5281-4D1D-B4EF-77470420E339\DismProv.dll
CreationUtcTime: 2025-05-20 03:07:52.449
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:37:52	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: EXE
UtcTime: 2025-05-20 03:07:52.449
ProcessGuid: {2bd09a4a-f208-682b-9802-000000002000}
ProcessId: 5656
Image: C:\Windows\system32\Dism.exe
TargetFilename: C:\Users\mohan\AppData\Local\Temp\5ECDB838-5281-4D1D-B4EF-77470420E339\DismHost.exe
CreationUtcTime: 2025-05-20 03:07:52.449
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:37:52	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:07:52.449
ProcessGuid: {2bd09a4a-f208-682b-9802-000000002000}
ProcessId: 5656
Image: C:\Windows\system32\Dism.exe
TargetFilename: C:\Users\mohan\AppData\Local\Temp\5ECDB838-5281-4D1D-B4EF-77470420E339\DismCorePS.dll
CreationUtcTime: 2025-05-20 03:07:52.449
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:37:52	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:07:52.449
ProcessGuid: {2bd09a4a-f208-682b-9802-000000002000}
ProcessId: 5656
Image: C:\Windows\system32\Dism.exe
TargetFilename: C:\Users\mohan\AppData\Local\Temp\5ECDB838-5281-4D1D-B4EF-77470420E339\DismCore.dll
CreationUtcTime: 2025-05-20 03:07:52.449
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:37:52	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:07:52.449
ProcessGuid: {2bd09a4a-f208-682b-9802-000000002000}
ProcessId: 5656
Image: C:\Windows\system32\Dism.exe
TargetFilename: C:\Users\mohan\AppData\Local\Temp\5ECDB838-5281-4D1D-B4EF-77470420E339\CbsProvider.dll
CreationUtcTime: 2025-05-20 03:07:52.449
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:37:52	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:07:52.449
ProcessGuid: {2bd09a4a-f208-682b-9802-000000002000}
ProcessId: 5656
Image: C:\Windows\system32\Dism.exe
TargetFilename: C:\Users\mohan\AppData\Local\Temp\5ECDB838-5281-4D1D-B4EF-77470420E339\AssocProvider.dll
CreationUtcTime: 2025-05-20 03:07:52.449
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:37:52	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:07:52.434
ProcessGuid: {2bd09a4a-f208-682b-9802-000000002000}
ProcessId: 5656
Image: C:\Windows\system32\Dism.exe
TargetFilename: C:\Users\mohan\AppData\Local\Temp\5ECDB838-5281-4D1D-B4EF-77470420E339\AppxProvider.dll
CreationUtcTime: 2025-05-20 03:07:52.434
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:37:50	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:07:50.855
ProcessGuid: {2bd09a4a-f206-682b-9602-000000002000}
ProcessId: 4008
Image: C:\Windows\system32\Dism.exe
TargetFilename: C:\Users\mohan\AppData\Local\Temp\4722E72E-FE86-4D9F-B6FA-D19F2FDC738A\WimProvider.dll
CreationUtcTime: 2025-05-20 03:07:50.855
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:37:50	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:07:50.855
ProcessGuid: {2bd09a4a-f206-682b-9602-000000002000}
ProcessId: 4008
Image: C:\Windows\system32\Dism.exe
TargetFilename: C:\Users\mohan\AppData\Local\Temp\4722E72E-FE86-4D9F-B6FA-D19F2FDC738A\VhdProvider.dll
CreationUtcTime: 2025-05-20 03:07:50.855
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:37:50	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:07:50.855
ProcessGuid: {2bd09a4a-f206-682b-9602-000000002000}
ProcessId: 4008
Image: C:\Windows\system32\Dism.exe
TargetFilename: C:\Users\mohan\AppData\Local\Temp\4722E72E-FE86-4D9F-B6FA-D19F2FDC738A\UnattendProvider.dll
CreationUtcTime: 2025-05-20 03:07:50.855
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:37:50	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:07:50.855
ProcessGuid: {2bd09a4a-f206-682b-9602-000000002000}
ProcessId: 4008
Image: C:\Windows\system32\Dism.exe
TargetFilename: C:\Users\mohan\AppData\Local\Temp\4722E72E-FE86-4D9F-B6FA-D19F2FDC738A\TransmogProvider.dll
CreationUtcTime: 2025-05-20 03:07:50.855
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:37:50	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:07:50.855
ProcessGuid: {2bd09a4a-f206-682b-9602-000000002000}
ProcessId: 4008
Image: C:\Windows\system32\Dism.exe
TargetFilename: C:\Users\mohan\AppData\Local\Temp\4722E72E-FE86-4D9F-B6FA-D19F2FDC738A\SysprepProvider.dll
CreationUtcTime: 2025-05-20 03:07:50.855
User: DESKTOP-L7UOH9E\mohan"
Information	20-05-2025 08:37:50	Microsoft-Windows-Sysmon	11	File created (rule: FileCreate)	"File created:
RuleName: DLL
UtcTime: 2025-05-20 03:07:50.855
ProcessGuid: {2bd09a4a-f206-682b-9602-000000002000}
ProcessId: 4008
Image: C:\Windows\system32\Dism.exe
TargetFilename: C:\Users\mohan\AppData\Local\Temp\4722E72E-FE86-4D9F-B6FA-D19F2FDC738A\SmiProvider.dll
CreationUtcTime: 2025-05-20 03:07:50.855
User: DESKTOP-L7UOH9E\mohan"
